period,Industry,GDP
2018_Q1,Government,3880.5
2018_Q2,Government,3930.0
2018_Q3,Government,3975.8
2018_Q4,Government,4009.6
2019_Q1,Government,4028.3
2019_Q2,Government,4076.7
2019_Q3,Government,4104.1
2019_Q4,Government,4137.4
2020_Q1,Government,4141.4
2020_Q2,Government,4044.9
2015_Q1,Federal,1095.6
2015_Q2,Federal,1097.2
2015_Q3,Federal,1095.9
2015_Q4,Federal,1102.0
2016_Q1,Federal,1105.1
2016_Q2,Federal,1106.5
2016_Q3,Federal,1116.4
2016_Q4,Federal,1119.8
2017_Q1,Federal,1116.9
2017_Q2,Federal,1124.6
2017_Q3,Federal,1128.2
2017_Q4,Federal,1148.0
2018_Q1,Federal,1165.6
2018_Q2,Federal,1183.8
2018_Q3,Federal,1197.8
2018_Q4,Federal,1207.9
2019_Q1,Federal,1220.9
2019_Q2,Federal,1241.8
2019_Q3,Federal,1251.5
2019_Q4,Federal,1264.4
2020_Q1,Federal,1268.6
2020_Q2,Federal,1318.0
2015_Q1,General government,1000.9
2015_Q2,General government,1003.1
2015_Q3,General government,1002.3
2015_Q4,General government,1008.2
2016_Q1,General government,1010.8
2016_Q2,General government,1010.9
2016_Q3,General government,1023.7
2016_Q4,General government,1027.3
2017_Q1,General government,1025.0
2017_Q2,General government,1033.0
2017_Q3,General government,1037.4
2017_Q4,General government,1056.2
2018_Q1,General government,1072.7
2018_Q2,General government,1091.3
2018_Q3,General government,1106.2
2018_Q4,General government,1115.7
2019_Q1,General government,1129.6
2019_Q2,General government,1150.8
2019_Q3,General government,1160.7
2019_Q4,General government,1172.9
2020_Q1,General government,1175.7
2020_Q2,General government,1225.3
2015_Q1,National defense,616.0
2015_Q2,National defense,614.4
2015_Q3,National defense,609.8
2015_Q4,National defense,612.9
2016_Q1,National defense,612.2
2016_Q2,National defense,609.1
2016_Q3,National defense,619.8
2016_Q4,National defense,621.9
2017_Q1,National defense,619.7
2017_Q2,National defense,628.2
2017_Q3,National defense,628.2
2017_Q4,National defense,638.9
2018_Q1,National defense,645.4
2018_Q2,National defense,659.7
2018_Q3,National defense,670.3
2018_Q4,National defense,678.1
2019_Q1,National defense,690.2
2019_Q2,National defense,702.4
2019_Q3,National defense,709.8
2019_Q4,National defense,719.9
2020_Q1,National defense,721.5
2020_Q2,National defense,719.5
2015_Q1,Nondefense,384.9
2015_Q2,Nondefense,388.7
2015_Q3,Nondefense,392.4
2015_Q4,Nondefense,395.2
2016_Q1,Nondefense,398.6
2016_Q2,Nondefense,401.8
2016_Q3,Nondefense,403.9
2016_Q4,Nondefense,405.4
2017_Q1,Nondefense,405.4
2017_Q2,Nondefense,404.9
2017_Q3,Nondefense,409.2
2017_Q4,Nondefense,417.3
2018_Q1,Nondefense,427.3
2018_Q2,Nondefense,431.5
2018_Q3,Nondefense,436.0
2018_Q4,Nondefense,437.6
2019_Q1,Nondefense,439.4
2019_Q2,Nondefense,448.3
2019_Q3,Nondefense,450.9
2019_Q4,Nondefense,453.1
2020_Q1,Nondefense,454.3
2020_Q2,Nondefense,505.8
2015_Q1,Government enterprises,94.7
2015_Q2,Government enterprises,94.1
2015_Q3,Government enterprises,93.6
2015_Q4,Government enterprises,93.8
2016_Q1,Government enterprises,94.3
2016_Q2,Government enterprises,95.7
2016_Q3,Government enterprises,92.7
2016_Q4,Government enterprises,92.5
2017_Q1,Government enterprises,91.9
2017_Q2,Government enterprises,91.6
2017_Q3,Government enterprises,90.8
2017_Q4,Government enterprises,91.8
2018_Q1,Government enterprises,92.9
2018_Q2,Government enterprises,92.6
2018_Q3,Government enterprises,91.6
2018_Q4,Government enterprises,92.2
2019_Q1,Government enterprises,91.3
2019_Q2,Government enterprises,91.0
2019_Q3,Government enterprises,90.8
2019_Q4,Government enterprises,91.4
2020_Q1,Government enterprises,92.9
2020_Q2,Government enterprises,92.7
2015_Q1,State and local,2429.6
2015_Q2,State and local,2462.2
2015_Q3,State and local,2484.6
2015_Q4,State and local,2494.9
2016_Q1,State and local,2501.2
2016_Q2,State and local,2531.7
2016_Q3,State and local,2557.5
2016_Q4,State and local,2577.4
2017_Q1,State and local,2604.2
2017_Q2,State and local,2618.9
2017_Q3,State and local,2645.0
2017_Q4,State and local,2682.4
2018_Q1,State and local,2714.9
2018_Q2,State and local,2746.1
2018_Q3,State and local,2777.9
2018_Q4,State and local,2801.7
2019_Q1,State and local,2807.4
2019_Q2,State and local,2834.8
2019_Q3,State and local,2852.6
2019_Q4,State and local,2873.0
2020_Q1,State and local,2872.7
2020_Q2,State and local,2727.0
2015_Q1,General government,2105.1
2015_Q2,General government,2135.8
2015_Q3,General government,2156.0
2015_Q4,General government,2164.7
2016_Q1,General government,2169.6
2016_Q2,General government,2197.1
2016_Q3,General government,2220.3
2016_Q4,General government,2237.7
2017_Q1,General government,2261.0
2017_Q2,General government,2272.6
2017_Q3,General government,2296.5
2017_Q4,General government,2331.2
2018_Q1,General government,2360.1
2018_Q2,General government,2388.0
2018_Q3,General government,2417.1
2018_Q4,General government,2437.2
2019_Q1,General government,2440.6
2019_Q2,General government,2463.4
2019_Q3,General government,2479.0
2019_Q4,General government,2497.9
2020_Q1,General government,2499.9
2020_Q2,General government,2380.9
2015_Q1,Government enterprises,324.4
2015_Q2,Government enterprises,326.4
2015_Q3,Government enterprises,328.7
2015_Q4,Government enterprises,330.2
2016_Q1,Government enterprises,331.6
2016_Q2,Government enterprises,334.6
2016_Q3,Government enterprises,337.3
2016_Q4,Government enterprises,339.7
2017_Q1,Government enterprises,343.2
2017_Q2,Government enterprises,346.3
2017_Q3,Government enterprises,348.5
2017_Q4,Government enterprises,351.2
2018_Q1,Government enterprises,354.8
2018_Q2,Government enterprises,358.2
2018_Q3,Government enterprises,360.9
2018_Q4,Government enterprises,364.5
2019_Q1,Government enterprises,366.8
2019_Q2,Government enterprises,371.4
2019_Q3,Government enterprises,373.5
2019_Q4,Government enterprises,375.1
2020_Q1,Government enterprises,372.8
2020_Q2,Government enterprises,346.0
